SPOT	Gene Symbol	15m	30m	60m	90m	120m
5503	YOR194C	0.773925	1.461733333	1.112875	0.163925	0.276625
5505	YOR196C	0.319375	0.4563	1.500025	-0.411725	-0.1001
5508	YOR199W	0.0626	1.69265	0.870275	-1.3148	-0.859475
5510	YOR201C	1.5063	0.6983	1.620175	-0.691575	-0.0443
5513	YOR204W	1.554625	1.846725	2.564275	-0.235125	0.811875
5515	YOR206W	1.246	1.906875	1.27185	-1.7464	-1.24865
5521	YOR212W	1.324725	1.280975	0.94735	-0.491925	0.094125
5522	YOR213C	1.293125	0.6924	0.816875	-0.8475	-0.593
5523	YOR214C	1.924275	1.5284	1.529325	0.4658	-0.34095
5524	YOR215C	1.18985	0.679125	0.8737	1.539775	1.6776
5529	YOR220W	-2.993725	-2.238725	-0.593525	2.1506	2.4018
5546	YOR237W	2.2899	0.418825	2.777025	0.77955	0.5303
5549	YOR241W	0.27125	0.06855	0.512825	-0.91055	-0.2216
5550	YOR242C	0.550333333	1.1238	1.920133333	-0.8909	-0.900925
5560	YOR252W	1.753825	2.04095	2.108475	-1.47825	-0.418125
5561	YOR253W	-0.827275	-0.879225	-1.562075	-0.077075	0.273875
5566	YOR258W	0.2567	1.411125	0.663	-0.573475	-1.223625
5570	YOR262W	1.58295	1.530825	2.0086	-1.138875	-0.28895
5571	YOR263C	-0.878875	-0.648375	-0.955825	0.278175	-0.553375
5572	YOR264W	-1.0487	-1.2354	-2.273075	0.626025	-0.452275
5575	YOR267C	0.352233333	0.3255	1.096366667	0.98895	2.185566667
5577	YOR269W	1.451133333	0.786575	0.77435	-1.054775	-0.7274
5579	YOR271C	1.7666	0.6268	0.848775	0.033275	-0.266066667
5580	YOR272W	2.5557	1.9182	1.6748	-0.9188	-0.14545
5581	YOR273C	-0.633275	-0.74495	0.100175	1.859575	1.644566667
5582	YOR274W	1.06905	1.151	1.9173	-0.4373	0.747133333
5591	YOR283W	2.371966667	0.61725	1.4456	-1.04705	0.005225
5592	YOR284W	0.2462	-0.166075	-0.92465	0.875125	0.222025
5593	YOR285W	-1.1744	-0.964525	-1.517925	2.840575	1.20805
5595	YOR287C	4.1603	1.85665	2.070525	-1.876125	-0.6123
5597	YOR289W	-0.112875	-0.007725	0.705575	3.38605	2.636133333
5602	YOR294W	2.583733333	1.380466667	3.0666	-2.16295	-0.1679
5609	YOR301W	-2.03595	-1.678075	-1.359275	-0.168525	-0.59685
5610	YOR302W	2.6983	2.453966667	1.673375	0.253825	0.515025
5611	YOR303W	3.039175	3.10955	2.74085	-0.0192	0.9665
5615	YOR306C	1.896675	1.15485	0.577375	-0.988425	-0.5573
5616	YOR307C	-1.015425	-0.98435	-1.588825	-0.57855	-0.5465
